mass1_source,mass2_source,ra,dec,redshift,snid,mej,costheta,mass1,mass2,chirp_mass,first_detection,distance
1.8079,1.1984,54.9283,-25.0350,0.1174,78017137,0.0200,0.6364,2.0201,1.3390,1.4258,1390693405.5,564.8831
1.9233,1.2330,21.4671,-16.5863,0.1008,13683627,0.0250,-0.7657,2.1173,1.3574,1.4686,1447737318,480.1367
1.9414,1.1082,245.8819,-61.7967,0.1321,77615587,0.0400,-0.1036,2.1979,1.2546,1.4345,1394060643,641.8350
1.6910,1.1274,199.1715,-32.8214,0.1946,15069035,0.0200,0.2909,2.0200,1.3468,1.4300,1462946080.5,981.6910
1.6494,1.0269,85.4911,-30.6455,0.2178,35166829,0.0250,0.0530,2.0087,1.2506,1.3721,1415082505.5,1113.8034
2.0176,1.1600,353.8666,-22.0451,0.0435,24052042,0.0400,-0.1688,2.1054,1.2105,1.3793,1416393018,199.0757
1.8862,1.1426,309.2094,-61.5359,0.2132,38301785,0.0300,0.0275,2.2882,1.3862,1.5408,1411578243,1086.9909
1.9850,1.1386,24.0245,-38.2235,0.2129,88837867,0.0400,-0.3702,2.4076,1.3810,1.5753,1417302580.5,1085.6913
1.6951,1.0156,173.5642,-1.3444,0.1720,17324256,0.0300,0.6091,1.9866,1.1903,1.3300,1427175805.5,856.3044
2.0291,1.2588,345.1924,-47.0915,0.0398,4272822,0.0300,-0.0404,2.1098,1.3089,1.4385,1448117343,181.5385
1.9752,1.2600,287.6609,-27.8317,0.0532,61801463,0.0250,0.9232,2.0803,1.3270,1.4392,1431602118,245.1608
1.8652,1.0460,43.1154,-9.3527,0.0707,37335785,0.0400,-0.0340,1.9969,1.1200,1.2912,1419184818,329.5942
1.5542,1.0088,140.9066,-37.4487,0.0482,42796198,0.0200,0.2776,1.6291,1.0574,1.1373,1459467130.5,221.2499
1.6893,1.1208,202.1355,0.2192,0.1610,16887744,0.0200,-0.8008,1.9613,1.3013,1.3850,1458305793,796.5440
1.8672,1.1911,286.2677,-25.1657,0.0463,12027682,0.0250,-0.3901,1.9537,1.2463,1.3516,1428525468,212.3561
2.0099,1.2301,36.8222,-52.2459,0.1142,81812047,0.0300,-0.4787,2.2395,1.3706,1.5161,1411371355.5,548.7153
1.8640,1.1315,66.8299,-39.6288,0.1004,65724717,0.0300,-0.9452,2.0511,1.2450,1.3826,1444993443,477.8261
1.9233,1.2330,170.8450,-26.5809,0.1254,56892684,0.0250,0.1510,2.1646,1.3877,1.5014,1391994130.5,606.8793
1.9414,1.1082,117.4308,-10.9200,0.1216,56152933,0.0400,0.5166,2.1774,1.2429,1.4211,1419172668,586.5526
1.8381,1.0267,79.0931,-35.2197,0.0535,58591531,0.0400,0.1093,1.9363,1.0816,1.2494,1447061980.5,246.3668
2.0176,1.1600,113.0489,-0.5848,0.2377,72772506,0.0400,0.0174,2.4973,1.4358,1.6360,1420102480.5,1229.0157
1.9850,1.1386,312.9449,-59.1647,0.1899,51018872,0.0400,0.7945,2.3620,1.3548,1.5455,1411483068,955.7241
1.8797,1.0620,180.8463,-4.6783,0.0590,37817500,0.0400,-0.4918,1.9907,1.1247,1.2922,1463153643,273.2064
1.9276,1.0987,41.2155,-35.2688,0.2391,2674336,0.0400,0.1947,2.3886,1.3614,1.5577,1414099368,1237.2735
1.4798,1.1415,236.0853,-29.5200,0.0472,75791670,0.0100,0.3323,1.5497,1.1955,1.1829,1406918043,216.7772
1.9752,1.2600,54.5094,-36.9836,0.0531,45954126,0.0250,-0.7231,2.0801,1.3268,1.4390,1410335230.5,244.4926
1.8226,1.1603,159.0665,-36.1755,0.1012,47720387,0.0250,-0.5166,2.0070,1.2777,1.3870,1401107643,481.6928
1.8652,1.0460,303.5298,-10.6313,0.0726,29618071,0.0400,-0.4977,2.0007,1.1220,1.2936,1438268080.5,339.3559
2.0131,1.2411,216.0567,-8.5174,0.1013,2971551,0.0300,-0.2919,2.2170,1.3669,1.5067,1391880055.5,482.4549
1.6397,1.0880,246.9426,-13.4040,0.0919,67731541,0.0200,-0.9582,1.7904,1.1881,1.2644,1403622018,435.1599
1.9233,1.2330,343.5236,-59.0168,0.0666,32272841,0.0250,-0.6069,2.0515,1.3152,1.4229,1413339655.5,309.8848
1.9414,1.1082,74.2601,-37.9226,0.0631,40472064,0.0400,0.5947,2.0639,1.1781,1.3470,1420252668,292.7387
1.8381,1.0267,76.1840,-32.1050,0.1028,76318957,0.0400,-0.1411,2.0270,1.1323,1.3079,1389428793,490.1099
1.6233,1.2443,329.9784,-11.9572,0.0694,85063152,0.0100,-0.7853,1.7359,1.3307,1.3208,1413459805.5,323.4521
1.8862,1.1426,69.9460,-49.2768,0.0865,79702791,0.0300,-0.2545,2.0493,1.2414,1.3799,1389850668,407.7172
1.9850,1.1386,120.6926,-2.3050,0.1403,1337731,0.0400,-0.1856,2.2635,1.2983,1.4810,1428601405.5,685.0474
1.6951,1.0156,225.7821,-41.4894,0.1066,37027051,0.0300,-0.1192,1.8758,1.1239,1.2558,1399269280.5,509.5588
2.0291,1.2588,105.3756,-34.6509,0.0644,79749872,0.0300,0.3064,2.1597,1.3399,1.4726,1418046430.5,298.9658
1.7998,1.0073,359.1649,-25.1048,0.1095,6827833,0.0400,0.2687,1.9969,1.1176,1.2897,1447615143,524.0751
1.6079,1.0415,347.7290,-25.4229,0.1658,55763521,0.0200,-0.6936,1.8744,1.2142,1.3072,1449023530.5,822.3004
1.9427,1.1951,60.5534,-11.0906,0.1012,44082292,0.0300,0.1920,2.1393,1.3161,1.4522,1411214080.5,481.9276
1.8652,1.0460,247.6940,-13.0563,0.2151,2985676,0.0400,0.4711,2.2664,1.2711,1.4654,1461312918,1098.3074
1.8563,1.0511,263.7842,0.2329,0.0908,57322977,0.0400,0.9206,2.0249,1.1465,1.3159,1461607218,429.5937
1.5579,1.1891,242.9843,-19.9316,0.0370,14408264,0.0100,-0.4684,1.6156,1.2331,1.2265,1408244080.5,168.7168
1.9414,1.1082,300.4811,-25.1833,0.0628,20576634,0.0400,-0.7593,2.0634,1.1778,1.3466,1459266318,291.3810
1.6494,1.0269,171.8010,-22.0783,0.0340,28710947,0.0250,0.1621,1.7055,1.0619,1.1651,1394641480.5,154.7444
1.8403,1.1809,59.5498,-42.5203,0.0954,3199413,0.0250,-0.3791,2.0159,1.2936,1.3990,1390673493,452.7015
1.9201,1.4529,58.7098,-36.0993,0.0768,51034836,0.0100,-0.4478,2.0676,1.5644,1.5627,1415321793,359.7741
2.0101,1.2973,235.1130,-6.7054,0.0290,63327915,0.0250,-0.6327,2.0685,1.3350,1.4398,1398160593,131.5376
1.9850,1.1386,34.5830,-47.7870,0.1422,27215181,0.0400,-0.1933,2.2673,1.3005,1.4835,1439485105.5,695.4175
1.6951,1.0156,347.1776,-15.6479,0.0507,16571148,0.0300,-0.3528,1.7809,1.0670,1.1923,1438497580.5,232.9930
1.8495,1.2281,316.8165,-28.2976,0.0642,58453740,0.0200,-0.1084,1.9681,1.3069,1.3904,1467670743,298.0284
2.0291,1.2588,358.2726,0.9660,0.0691,8627905,0.0300,-0.3997,2.1693,1.3458,1.4791,1446844293,321.9060
1.9427,1.1951,75.9820,-4.6725,0.1041,9480950,0.0300,0.5145,2.1450,1.3196,1.4561,1446733930.5,496.8764
1.7219,1.0307,112.6312,-31.6613,0.1451,32976808,0.0300,-0.9568,1.9718,1.1803,1.3195,1393500055.5,710.8316
1.8080,1.1453,57.8025,-53.1134,0.1515,51386872,0.0250,-0.4537,2.0819,1.3188,1.4351,1386841855.5,745.0385
1.9744,1.2614,179.3598,1.7478,0.1626,26256090,0.0250,0.2004,2.2954,1.4665,1.5893,1401088068,804.8660
1.6397,1.0880,344.6718,-37.6324,0.1011,40725127,0.0200,0.8639,1.8055,1.1981,1.2750,1412230630.5,481.6548
1.9414,1.1082,51.0201,-22.3511,0.1081,29267709,0.0400,-0.6242,2.1513,1.2280,1.4040,1390301230.5,516.9851
1.8381,1.0267,7.0237,-3.6636,0.0633,28674865,0.0400,0.8311,1.9545,1.0918,1.2611,1405509318,293.9181
1.8862,1.1426,340.3058,-23.4869,0.0627,30563454,0.0300,0.2745,2.0045,1.2143,1.3498,1416107155.5,291.1056
1.9850,1.1386,99.6146,-23.7696,0.1356,80459466,0.0400,-0.0848,2.2541,1.2929,1.4749,1421725518,660.1705
1.8797,1.0620,299.5329,2.3634,0.1458,41537650,0.0400,0.8897,2.1539,1.2168,1.3981,1469494255.5,714.6390
1.6951,1.0156,34.5300,-28.6070,0.1913,367200,0.0300,0.4265,2.0193,1.2099,1.3519,1417025155.5,963.2912
1.7998,1.0073,338.1672,3.2703,0.1175,31156248,0.0400,-0.4051,2.0114,1.1257,1.2991,1411089543,565.6088
1.9427,1.1951,343.1526,2.0093,0.1454,72767501,0.0300,-0.0183,2.2252,1.3689,1.5105,1404648355.5,712.3800
1.8652,1.0460,6.2991,-58.4379,0.1859,84151879,0.0400,0.4475,2.2118,1.2405,1.4301,1409743255.5,933.0410
1.5542,1.0088,179.8532,-9.6802,0.1467,63610843,0.0200,0.8383,1.7822,1.1568,1.2442,1429902468,719.4611
1.8563,1.0511,176.3708,-48.1259,0.1330,30432192,0.0400,0.9930,2.1030,1.1908,1.3667,1421473405.5,646.2414
1.8079,1.1984,242.4069,-18.8683,0.0219,23793431,0.0200,-0.0273,1.8475,1.2246,1.3040,1391774418,98.7054
2.0131,1.2411,94.7705,-28.2087,0.1365,61000902,0.0300,-0.2544,2.2879,1.4105,1.5548,1423472418,664.9046
1.9233,1.2330,122.2443,-20.0825,0.1183,14098734,0.0250,-0.2686,2.1508,1.3789,1.4919,1424607430.5,569.5253
1.6884,1.2775,285.6764,-39.8856,0.1286,25421563,0.0100,-0.0309,1.9055,1.4418,1.4402,1401060055.5,623.3665
1.9414,1.1082,233.1368,-25.1499,0.1265,86183495,0.0400,0.2440,2.1870,1.2484,1.4273,1461905568,612.2775
1.6494,1.0269,188.3926,-28.2952,0.0716,36994943,0.0250,-0.5481,1.7675,1.1005,1.2074,1459747930.5,334.3375
2.0176,1.1600,177.0258,-45.8661,0.1345,3991849,0.0400,0.0222,2.2890,1.3160,1.4995,1427712093,654.2870
1.8862,1.1426,27.7986,-26.1534,0.0756,33123333,0.0300,0.1040,2.0288,1.2290,1.3661,1479086680.5,353.8199
1.9850,1.1386,140.5305,-23.7095,0.2668,59885857,0.0400,-0.5360,2.5145,1.4423,1.6453,1429809318,1400.7706
1.6951,1.0156,154.7831,-30.4961,0.0865,21333043,0.0300,0.0541,1.8417,1.1035,1.2330,1421211168,407.9535
1.8495,1.2281,299.1257,-5.1329,0.0408,78745038,0.0200,0.1831,1.9249,1.2782,1.3598,1466773330.5,186.2964
1.7998,1.0073,246.0500,-11.3574,0.1243,45290708,0.0400,-0.8026,2.0236,1.1325,1.3070,1394806518,600.9084
1.8227,1.0225,47.2064,-18.9611,0.0630,73113805,0.0400,-0.8896,1.9375,1.0869,1.2529,1478838618,292.1636
1.7665,1.1761,80.5706,-58.8924,0.0294,84028825,0.0200,0.1666,1.8185,1.2107,1.2864,1455114730.5,133.3760
1.8652,1.0460,6.5574,3.1111,0.2676,13729395,0.0400,-0.2113,2.3642,1.3259,1.5287,1409481693,1405.5315
1.8672,1.1911,36.7560,-24.2321,0.2325,33846663,0.0250,0.7511,2.3014,1.4681,1.5922,1442164518,1198.6876
1.9414,1.1082,108.3013,-30.3386,0.0715,73023213,0.0400,-0.2607,2.0803,1.1875,1.3577,1420932730.5,333.8682
1.6494,1.0269,319.9383,-13.2906,0.1017,83739109,0.0250,0.6899,1.8170,1.1313,1.2412,1439565768,484.2017
1.8862,1.1426,57.3057,-43.7581,0.1348,5465315,0.0300,0.2916,2.1404,1.2966,1.4413,1478108268,655.9103
1.9850,1.1386,43.9869,-29.9805,0.0668,18591447,0.0400,-0.0446,2.1177,1.2147,1.3856,1441985643,311.0099
1.8797,1.0620,5.1769,-24.0595,0.1263,25968339,0.0400,-0.4610,2.1171,1.1961,1.3742,1412124655.5,611.1750
1.9910,1.2747,39.2714,-44.0567,0.1082,6563877,0.0250,0.7489,2.2063,1.4126,1.5293,1474785580.5,517.4196
1.5534,1.5269,164.4292,-2.8124,0.0812,1893295,0.0025,-0.2027,1.6795,1.6508,1.4496,1391251293,381.4574
1.6564,1.0287,207.7828,-27.4634,0.0431,72523629,0.0250,0.5027,1.7278,1.0731,1.1788,1429631118,197.3316
1.9752,1.2600,338.6985,-0.7153,0.0505,86556832,0.0250,0.8496,2.0751,1.3237,1.4356,1439713930.5,232.4442
1.8652,1.0460,95.6025,-61.5116,0.0538,33531577,0.0400,0.8098,1.9655,1.1023,1.2709,1426253080.5,248.1243
1.8672,1.1911,154.0266,-29.2145,0.0298,50303985,0.0250,-0.0855,1.9230,1.2267,1.3304,1452785305.5,135.1918
1.9149,1.0903,358.3862,-47.8095,0.2150,45074364,0.0400,0.2478,2.3267,1.3247,1.5164,1475532805.5,1097.7796
1.4402,1.0933,102.0154,-29.3024,0.0382,56306057,0.0100,0.0392,1.4953,1.1351,1.1320,1459089130.5,174.2221
1.6335,1.0803,188.3064,-28.5207,0.1302,41182421,0.0200,-0.3393,1.8462,1.2209,1.3015,1426841680.5,631.7860
1.9233,1.2330,55.2063,2.6455,0.0914,55073667,0.0250,0.7939,2.0991,1.3457,1.4560,1385419293,432.4273
2.0294,1.2488,318.9990,-23.5601,0.0520,19727879,0.0300,-0.9611,2.1349,1.3138,1.4495,1442738268,239.5601
2.0321,1.2604,97.8087,-18.7289,0.0625,25749570,0.0300,0.4454,2.1590,1.3391,1.4719,1449141318,289.8064
1.8381,1.0267,291.5659,-36.1731,0.0647,39009745,0.0400,0.4490,1.9570,1.0932,1.2627,1462327105.5,300.5987
2.0176,1.1600,217.7800,-2.0958,0.1073,76529465,0.0400,0.6260,2.2342,1.2845,1.4637,1405438780.5,513.2672
1.8862,1.1426,173.8178,-1.0196,0.2102,17048956,0.0300,0.4533,2.2826,1.3828,1.5371,1454850130.5,1070.0069
1.8729,1.2705,176.9880,0.8305,0.0836,22259806,0.0200,0.6408,2.0295,1.3767,1.4497,1422450130.5,393.4820
1.9850,1.1386,57.0184,-55.0197,0.0674,8033267,0.0400,-0.9344,2.1187,1.2153,1.3863,1456500843,313.5911
1.5836,1.0320,15.6115,0.2669,0.0424,7237666,0.0200,0.1353,1.6508,1.0757,1.1548,1466497255.5,193.8834
1.4798,1.1415,7.4638,-13.5035,0.1265,56803066,0.0100,-0.1205,1.6669,1.2859,1.2724,1405077655.5,612.2949
1.6951,1.0156,30.0840,3.1037,0.0766,56536704,0.0300,-0.4434,1.8249,1.0934,1.2217,1385076730.5,358.7245
2.0291,1.2588,218.4857,-4.1572,0.0519,70729157,0.0300,-0.7155,2.1345,1.3242,1.4554,1457193730.5,239.1677
1.7998,1.0073,60.4710,-14.0194,0.1979,48233582,0.0400,0.6209,2.1560,1.2066,1.3925,1475250655.5,1000.3662
1.8227,1.0225,225.1352,-51.1436,0.0621,40483474,0.0400,-0.3936,1.9359,1.0860,1.2519,1396001268,287.9453
1.9414,1.1082,64.5584,-59.2150,0.1600,24385644,0.0400,0.1178,2.2520,1.2855,1.4697,1425531843,790.6293
1.8842,1.4473,207.9231,-34.8764,0.0670,15936202,0.0100,0.4806,2.0104,1.5442,1.5312,1458492093,311.6255
2.0321,1.2604,337.7874,-35.4165,0.0951,57465389,0.0300,-0.5620,2.2253,1.3803,1.5171,1467442255.5,451.1454
2.0096,1.3450,27.5794,-23.3164,0.0965,56301200,0.0200,-0.3380,2.2034,1.4748,1.5630,1479794080.5,457.9164
1.6494,1.0269,172.2938,-37.8991,0.0383,69728769,0.0250,-0.7496,1.7126,1.0663,1.1699,1460193093,174.7806
1.8403,1.1809,230.2314,-43.2602,0.0281,3672990,0.0250,-0.1412,1.8919,1.2141,1.3129,1399878805.5,126.9955
1.9850,1.1386,185.1620,-4.3254,0.1435,67710147,0.0400,0.9904,2.2699,1.3020,1.4852,1434821193,702.3913
1.8797,1.0620,203.4303,-15.2312,0.1062,78762646,0.0400,-0.8985,2.0793,1.1747,1.3497,1424802168,507.3093
1.9910,1.2747,39.5828,-0.3760,0.1260,33913103,0.0250,0.2107,2.2419,1.4353,1.5540,1405550830.5,609.9480
1.9276,1.0987,124.8684,-23.0401,0.1242,67988039,0.0400,0.6826,2.1670,1.2351,1.4132,1451121768,600.3467
1.7998,1.0073,89.7113,-19.8121,0.1999,73931601,0.0400,-0.9722,2.1597,1.2087,1.3949,1386408505.5,1012.0011
1.9685,1.4842,230.5444,1.8683,0.0624,43815144,0.0100,-0.8998,2.0913,1.5768,1.5777,1457464743,289.2962
1.9752,1.2600,250.4175,-10.9049,0.1308,44058805,0.0250,0.0440,2.2335,1.4247,1.5452,1470904668,634.7076
1.8652,1.0460,140.7115,-39.6035,0.0734,52228587,0.0400,-0.0603,2.0022,1.1229,1.2946,1426871043,343.2759
1.9233,1.2330,59.6176,-4.1867,0.0752,88734046,0.0250,0.7617,2.0679,1.3257,1.4344,1388262393,351.7332
2.0294,1.2488,218.4668,-7.3485,0.0957,59591022,0.0300,-0.2460,2.2236,1.3684,1.5097,1437416230.5,454.2111
2.0321,1.2604,127.9114,-28.6503,0.0734,68497864,0.0300,0.8155,2.1812,1.3529,1.4871,1449858168,343.0835
2.0096,1.3450,31.6637,-51.4869,0.0623,7323972,0.0200,-0.4720,2.1347,1.4288,1.5143,1453532868,288.8053
1.8381,1.0267,10.7621,-40.5462,0.1539,60630597,0.0400,-0.9283,2.1209,1.1847,1.3684,1405429330.5,757.6889
2.0176,1.1600,109.1382,-57.8197,0.0331,56568225,0.0400,0.1874,2.0843,1.1984,1.3655,1396957743,150.1132
1.8862,1.1426,323.7828,-50.2964,0.1423,41253234,0.0300,-0.4458,2.1545,1.3052,1.4508,1433059443,695.5546
1.1721,1.1489,58.1109,-20.6998,0.0741,37737399,0.0050,-0.7823,1.2589,1.2340,1.0850,1442389968,346.4323
1.9850,1.1386,333.0845,-26.8182,0.0404,68164520,0.0400,0.5262,2.0652,1.1846,1.3513,1461485043,184.5090
1.5836,1.0320,60.4131,-35.8042,0.0408,81074264,0.0200,-0.2124,1.6483,1.0741,1.1531,1389811180.5,186.5319
1.4798,1.1415,318.3725,-21.7842,0.0483,23285629,0.0100,0.4174,1.5512,1.1966,1.1841,1409275818,221.5854
1.7998,1.0073,32.5458,-28.9616,0.0651,66837406,0.0400,-0.0582,1.9171,1.0729,1.2382,1420711330.5,302.7212
1.8227,1.0225,285.1500,-49.8801,0.0555,86732107,0.0400,-0.7747,1.9239,1.0793,1.2442,1467876618,256.2894
1.9752,1.2600,303.2129,-23.2863,0.1488,59589628,0.0250,0.9325,2.2692,1.4475,1.5699,1437394968,730.5922
1.5579,1.1891,11.9684,1.2411,0.0294,4279092,0.0100,0.9310,1.6037,1.2240,1.2175,1436315305.5,133.2032
1.9414,1.1082,192.7421,-24.8858,0.0989,47662725,0.0400,-0.2174,2.1335,1.2179,1.3924,1399600705.5,470.3960
2.0294,1.2488,4.1137,-20.5845,0.0469,56378506,0.0300,0.1767,2.1244,1.3073,1.4424,1411940043,214.9255
1.8381,1.0267,147.0657,-36.8163,0.1231,10011860,0.0400,-0.0491,2.0643,1.1531,1.3320,1419965793,594.6199
1.5634,1.0098,134.4762,-36.8083,0.1119,40260693,0.0200,-0.8567,1.7383,1.1227,1.2104,1391506105.5,536.5625
1.8862,1.1426,315.3915,-31.6401,0.1479,539460,0.0300,0.5270,2.1652,1.3117,1.4580,1468468593,725.8799
1.9850,1.1386,33.8912,-14.8598,0.1125,20223910,0.0400,-0.9165,2.2082,1.2666,1.4448,1410030130.5,539.4765
1.5836,1.0320,317.5568,-32.7873,0.0894,1333503,0.0200,-0.9489,1.7252,1.1242,1.2069,1412487805.5,422.4299
1.9276,1.0987,262.3280,-12.9575,0.0258,68986918,0.0400,-0.8518,1.9773,1.1270,1.2894,1474122730.5,116.3859
1.6951,1.0156,117.0367,-50.7776,0.0702,53486297,0.0300,0.5673,1.8141,1.0869,1.2145,1389720730.5,327.4611
2.0291,1.2588,114.4265,-4.1933,0.0700,78435787,0.0300,0.0067,2.1711,1.3469,1.4803,1428258168,326.2607
1.9752,1.2600,17.4828,-5.3195,0.0486,509065,0.0250,0.4825,2.0713,1.3212,1.4329,1417886793,223.2866
1.9036,1.4511,58.3521,-12.1730,0.1594,88464995,0.0100,-0.0605,2.2070,1.6824,1.6744,1417281655.5,787.5804
1.7219,1.0307,315.0617,-44.2845,0.1422,56682286,0.0300,0.4232,1.9668,1.1773,1.3161,1475478805.5,695.3731
2.0099,1.2301,43.8654,-55.4968,0.1422,59956792,0.0300,0.8018,2.2956,1.4050,1.5541,1386830718,695.0060
1.8640,1.1315,292.1260,-23.9696,0.1325,54624450,0.0300,-0.3219,2.1110,1.2814,1.4230,1470267805.5,643.9379
1.9233,1.2330,100.1875,-56.0316,0.1264,63283230,0.0250,-0.7709,2.1664,1.3889,1.5027,1415665030.5,611.7590
1.9414,1.1082,32.5890,-48.2959,0.1140,65620480,0.0400,0.6758,2.1627,1.2345,1.4115,1414011618,547.3525
1.6910,1.1274,107.7090,-49.4867,0.0936,35923325,0.0200,0.2946,1.8493,1.2329,1.3092,1449634743,443.4638
1.6494,1.0269,160.2516,-29.5296,0.2287,20408158,0.0250,0.8037,2.0265,1.2618,1.3843,1431663543,1176.3034
1.6720,1.2780,93.5844,-33.6803,0.0413,37808073,0.0100,-0.4064,1.7410,1.3307,1.3227,1456257843,188.5441
1.8862,1.1426,181.9407,-37.4239,0.1364,14187155,0.0300,-0.7948,2.1435,1.2985,1.4434,1396928043,664.6198
1.9850,1.1386,313.3571,-28.2169,0.0907,35409630,0.0400,-0.0394,2.1650,1.2418,1.4166,1430758368,428.7946
1.6829,1.5759,33.4769,-61.5046,0.0340,62089653,0.0025,0.0180,1.7402,1.6295,1.4658,1411253568,154.7561
1.9276,1.0987,219.4679,-35.1539,0.1286,59945521,0.0400,-0.8837,2.1756,1.2400,1.4188,1422921955.5,623.5514
1.7998,1.0073,161.2193,-32.3169,0.1267,54060289,0.0400,-0.3662,2.0279,1.1349,1.3097,1423209168,613.3389
1.6079,1.0415,315.6306,-7.2182,0.1917,79047793,0.0200,-0.8197,1.9161,1.2412,1.3362,1468807443,965.6381
1.8227,1.0225,103.5501,-18.9511,0.2214,64717438,0.0400,-0.0230,2.2263,1.2490,1.4397,1458122868,1134.5391
1.9414,1.1082,19.2554,-15.2189,0.1542,2945968,0.0400,0.2329,2.2408,1.2791,1.4624,1385216118,759.3651
1.6494,1.0269,42.7663,-12.9959,0.0843,83677265,0.0250,-0.8194,1.7883,1.1135,1.2216,1412358205.5,396.7255
1.7847,1.1875,57.8125,-27.6195,0.2570,2728661,0.0200,-0.5028,2.2435,1.4927,1.5865,1447085605.5,1342.7138
1.9850,1.1386,46.9757,-6.0222,0.1718,4762126,0.0400,-0.7057,2.3261,1.3342,1.5220,1442775730.5,855.4812
1.9414,1.5067,299.6362,-30.5621,0.1165,50400308,0.0100,-0.2842,2.1675,1.6822,1.6597,1432721268,560.1868
1.4343,1.1136,352.6068,-45.6497,0.1435,39300949,0.0100,-0.4340,1.6401,1.2734,1.2561,1437927205.5,702.2043
1.9910,1.2747,2.6549,-61.3274,0.2001,73001403,0.0250,0.9386,2.3894,1.5297,1.6562,1408874193,1012.7876
1.7361,1.5177,350.1096,-47.8668,0.0727,4030207,0.0050,0.3185,1.8624,1.6281,1.5152,1409611293,339.6893
1.9276,1.0987,75.9055,-35.3774,0.0736,13547735,0.0400,0.0443,2.0695,1.1795,1.3496,1479537243,344.0184
1.5389,1.0056,310.4554,-18.4599,0.0923,65266858,0.0200,-0.0203,1.6809,1.0984,1.1776,1473384955.5,436.8890
1.7998,1.0073,108.8273,-2.8354,0.1093,78700953,0.0400,0.5103,1.9966,1.1174,1.2896,1389326193,523.3945
1.6079,1.0415,342.6526,-35.0541,0.0276,38153787,0.0200,-0.7485,1.6522,1.0702,1.1522,1412712243,124.7812
1.8227,1.0225,135.2550,-25.2342,0.2004,17645093,0.0400,0.8428,2.1879,1.2274,1.4149,1429549443,1014.4270
1.9427,1.1951,35.9082,-56.3020,0.0790,46507868,0.0300,-0.0324,2.0962,1.2895,1.4229,1413154030.5,370.5021
1.6397,1.0880,283.5703,-36.2824,0.0786,15157329,0.0200,-0.7944,1.7686,1.1736,1.2490,1468436193,368.8646
1.9233,1.2330,283.3647,-36.3389,0.0752,45227524,0.0250,-0.9980,2.0679,1.3257,1.4344,1458243355.5,351.7325
2.0294,1.2488,51.9133,-13.0930,0.1058,24192683,0.0300,0.7607,2.2440,1.3809,1.5235,1414069330.5,505.1530
2.0321,1.2604,100.7441,-11.1184,0.0501,15310130,0.0300,0.3176,2.1338,1.3235,1.4547,1416809830.5,230.1820
1.6494,1.0269,250.8043,-15.1804,0.0461,39122213,0.0250,-0.8679,1.7253,1.0742,1.1786,1471331605.5,211.1825
1.8862,1.1426,78.9054,-26.0709,0.0887,20136523,0.0300,0.2098,2.0534,1.2440,1.3827,1388571880.5,418.7151
2.0002,1.2272,227.0595,-2.4486,0.1842,72167633,0.0300,-0.5536,2.3687,1.4533,1.6057,1455782643,923.8447
1.9850,1.1386,311.0584,-49.3420,0.2391,6418370,0.0400,0.5172,2.4595,1.4107,1.6093,1399919643,1236.7860
1.9910,1.2747,34.6380,-25.0194,0.1079,60206955,0.0250,-0.1572,2.2059,1.4123,1.5290,1421420418,516.2643
1.9276,1.0987,211.3041,-26.5741,0.1341,77874178,0.0400,-0.0081,2.1861,1.2460,1.4256,1393948593,652.2391
1.9752,1.2600,31.3411,-20.1609,0.0684,72770651,0.0250,0.7368,2.1103,1.3461,1.4599,1476042768,318.3452
1.7219,1.0307,287.7197,-28.8294,0.0666,21097672,0.0300,-0.0679,1.8366,1.0994,1.2290,1399475155.5,309.8177
1.8652,1.0460,215.5557,-35.9405,0.0814,80334163,0.0400,0.2515,2.0169,1.1311,1.3041,1437444243,382.3202
1.8563,1.0511,31.6230,-47.4439,0.0840,83977320,0.0400,-0.8803,2.0122,1.1394,1.3077,1420673530.5,395.5440
2.0099,1.2301,71.0175,-25.8335,0.0944,86689216,0.0300,-0.6369,2.1997,1.3462,1.4892,1419157480.5,447.6141
1.9414,1.1082,176.5612,-16.4624,0.1649,67056067,0.0400,0.7029,2.2615,1.2909,1.4760,1455336805.5,817.3008
1.6910,1.1274,313.2840,-28.9364,0.0872,15160679,0.0200,-0.6218,1.8386,1.2258,1.3016,1475315455.5,411.6117
1.6494,1.0269,359.6530,0.2139,0.1374,70419268,0.0250,0.0025,1.8760,1.1681,1.2815,1414057855.5,669.9175
1.8403,1.1809,59.2945,-43.2358,0.1958,55734905,0.0250,-0.4384,2.2007,1.4122,1.5272,1386463855.5,988.8646
2.0101,1.2973,218.0107,-3.9126,0.0553,34660903,0.0250,0.5079,2.1213,1.3691,1.4766,1436225868,255.3867
1.8293,1.2298,66.4444,-30.1797,0.0873,59098354,0.0200,-0.7022,1.9890,1.3372,1.4142,1385062555.5,412.0809
1.8407,1.2446,299.0835,-59.7454,0.0789,23164762,0.0200,-0.8789,1.9859,1.3428,1.4162,1413144243,369.9651
1.9850,1.1386,80.7916,-20.9949,0.1358,20623635,0.0400,0.9739,2.2546,1.2932,1.4752,1412206668,661.3380
1.9910,1.2747,108.9416,-8.8849,0.0675,18906858,0.0250,0.6527,2.1255,1.3608,1.4732,1415325505.5,314.3588
1.6564,1.0287,329.1524,-7.1214,0.1243,2219069,0.0250,-0.9857,1.8623,1.1566,1.2705,1430898430.5,600.8034
1.6951,1.0156,106.2641,-37.9145,0.0770,52287568,0.0300,-0.5575,1.8255,1.0938,1.2222,1419200680.5,360.5508
